Date,Blood_Type,Actual_Donations,Predicted_Donations,Variance,Day_of_Week,Is_Weekend,Is_Holiday,Is_Ramadan,Data_Type
2023-03-28,B,247.0,204,-43.0,Tuesday,0,0,1,Historical
2023-03-28,O,427.0,428,1.0,Tuesday,0,0,1,Historical
2023-03-29,A,235.0,217,-18.0,Wednesday,0,0,1,Historical
2023-03-29,AB,38.0,50,12.0,Wednesday,0,0,1,Historical
2023-03-29,B,272.0,238,-34.0,Wednesday,0,0,1,Historical
2023-03-29,O,447.0,470,23.0,Wednesday,0,0,1,Historical
2023-03-30,A,267.0,229,-38.0,Thursday,0,0,1,Historical
2023-03-30,AB,32.0,33,1.0,Thursday,0,0,1,Historical
2023-03-30,B,299.0,263,-36.0,Thursday,0,0,1,Historical
2023-03-30,O,476.0,420,-56.0,Thursday,0,0,1,Historical
2023-03-31,A,255.0,201,-54.0,Friday,0,0,1,Historical
2023-03-31,AB,49.0,27,-22.0,Friday,0,0,1,Historical
2023-03-31,B,274.0,200,-74.0,Friday,0,0,1,Historical
2023-03-31,O,399.0,319,-80.0,Friday,0,0,1,Historical
2023-04-01,A,418.0,332,-86.0,Saturday,1,0,1,Historical
2023-04-01,AB,52.0,49,-3.0,Saturday,1,0,1,Historical
2023-04-01,B,413.0,389,-24.0,Saturday,1,0,1,Historical
2023-04-01,O,713.0,604,-109.0,Saturday,1,0,1,Historical
2023-04-02,A,618.0,561,-57.0,Sunday,1,0,1,Historical
2023-04-02,AB,69.0,51,-18.0,Sunday,1,0,1,Historical
2023-04-02,B,617.0,572,-45.0,Sunday,1,0,1,Historical
2023-04-02,O,1065.0,959,-106.0,Sunday,1,0,1,Historical
2023-04-03,A,168.0,143,-25.0,Monday,0,0,1,Historical
2023-04-03,AB,25.0,18,-7.0,Monday,0,0,1,Historical
2023-04-03,B,185.0,138,-47.0,Monday,0,0,1,Historical
2023-04-03,O,295.0,202,-93.0,Monday,0,0,1,Historical
2023-04-04,A,205.0,211,6.0,Tuesday,0,0,1,Historical
2023-04-04,AB,55.0,21,-34.0,Tuesday,0,0,1,Historical
2023-04-04,B,276.0,219,-57.0,Tuesday,0,0,1,Historical
2023-04-04,O,420.0,484,64.0,Tuesday,0,0,1,Historical
2023-04-05,A,199.0,251,52.0,Wednesday,0,0,1,Historical
2023-04-05,AB,53.0,46,-7.0,Wednesday,0,0,1,Historical
2023-04-05,B,215.0,256,41.0,Wednesday,0,0,1,Historical
2023-04-05,O,383.0,594,211.0,Wednesday,0,0,1,Historical
2023-04-06,A,283.0,239,-44.0,Thursday,0,0,1,Historical
2023-04-06,AB,59.0,37,-22.0,Thursday,0,0,1,Historical
2023-04-06,B,336.0,275,-61.0,Thursday,0,0,1,Historical
2023-04-06,O,501.0,392,-109.0,Thursday,0,0,1,Historical
2023-04-07,A,252.0,196,-56.0,Friday,0,0,1,Historical
2023-04-07,AB,56.0,29,-27.0,Friday,0,0,1,Historical
2023-04-07,B,283.0,190,-93.0,Friday,0,0,1,Historical
2023-04-07,O,408.0,325,-83.0,Friday,0,0,1,Historical
2023-04-08,A,434.0,408,-26.0,Saturday,1,1,1,Historical
2023-04-08,AB,94.0,76,-18.0,Saturday,1,1,1,Historical
2023-04-08,B,423.0,417,-6.0,Saturday,1,1,1,Historical
2023-04-08,O,726.0,592,-134.0,Saturday,1,1,1,Historical
2023-04-09,A,847.0,610,-237.0,Sunday,1,0,1,Historical
2023-04-09,AB,161.0,82,-79.0,Sunday,1,0,1,Historical
2023-04-09,B,809.0,584,-225.0,Sunday,1,0,1,Historical
2023-04-09,O,1384.0,1058,-326.0,Sunday,1,0,1,Historical
2023-04-10,A,180.0,198,18.0,Monday,0,0,1,Historical
2023-04-10,AB,47.0,34,-13.0,Monday,0,0,1,Historical
2023-04-10,B,184.0,217,33.0,Monday,0,0,1,Historical
2023-04-10,O,266.0,298,32.0,Monday,0,0,1,Historical
2023-04-11,A,318.0,245,-73.0,Tuesday,0,0,1,Historical
2023-04-11,AB,72.0,50,-22.0,Tuesday,0,0,1,Historical
2023-04-11,B,352.0,249,-103.0,Tuesday,0,0,1,Historical
2023-04-11,O,476.0,310,-166.0,Tuesday,0,0,1,Historical
2023-04-12,A,274.0,273,-1.0,Wednesday,0,0,1,Historical
2023-04-12,AB,78.0,48,-30.0,Wednesday,0,0,1,Historical
2023-04-12,B,282.0,288,6.0,Wednesday,0,0,1,Historical
2023-04-12,O,494.0,421,-73.0,Wednesday,0,0,1,Historical
2023-04-13,A,243.0,271,28.0,Thursday,0,0,1,Historical
2023-04-13,AB,60.0,52,-8.0,Thursday,0,0,1,Historical
2023-04-13,B,318.0,276,-42.0,Thursday,0,0,1,Historical
2023-04-13,O,424.0,451,27.0,Thursday,0,0,1,Historical
2023-04-14,A,183.0,190,7.0,Friday,0,0,1,Historical
2023-04-14,AB,63.0,37,-26.0,Friday,0,0,1,Historical
2023-04-14,B,247.0,206,-41.0,Friday,0,0,1,Historical
2023-04-14,O,372.0,344,-28.0,Friday,0,0,1,Historical
2023-04-15,A,410.0,323,-87.0,Saturday,1,0,1,Historical
2023-04-15,AB,75.0,85,10.0,Saturday,1,0,1,Historical
2023-04-15,B,420.0,377,-43.0,Saturday,1,0,1,Historical
2023-04-15,O,672.0,574,-98.0,Saturday,1,0,1,Historical
2023-04-16,A,732.0,621,-111.0,Sunday,1,0,1,Historical
2023-04-16,AB,175.0,120,-55.0,Sunday,1,0,1,Historical
2023-04-16,B,668.0,612,-56.0,Sunday,1,0,1,Historical
2023-04-16,O,1297.0,1061,-236.0,Sunday,1,0,1,Historical
2023-04-17,A,229.0,183,-46.0,Monday,0,0,1,Historical
2023-04-17,AB,66.0,39,-27.0,Monday,0,0,1,Historical
2023-04-17,B,265.0,197,-68.0,Monday,0,0,1,Historical
2023-04-17,O,377.0,281,-96.0,Monday,0,0,1,Historical
2023-04-18,A,228.0,266,38.0,Tuesday,0,0,1,Historical
2023-04-18,AB,53.0,54,1.0,Tuesday,0,0,1,Historical
2023-04-18,B,267.0,291,24.0,Tuesday,0,0,1,Historical
2023-04-18,O,428.0,407,-21.0,Tuesday,0,0,1,Historical
2023-04-19,A,248.0,251,3.0,Wednesday,0,0,1,Historical
2023-04-19,AB,56.0,54,-2.0,Wednesday,0,0,1,Historical
2023-04-19,B,264.0,277,13.0,Wednesday,0,0,1,Historical
2023-04-19,O,381.0,416,35.0,Wednesday,0,0,1,Historical
2023-04-20,A,183.0,254,71.0,Thursday,0,0,1,Historical
2023-04-20,AB,35.0,49,14.0,Thursday,0,0,1,Historical
2023-04-20,B,187.0,288,101.0,Thursday,0,0,1,Historical
2023-04-20,O,349.0,427,78.0,Thursday,0,0,1,Historical
2023-04-21,A,55.0,238,183.0,Friday,0,1,0,Historical
2023-04-21,AB,17.0,56,39.0,Friday,0,1,0,Historical
2023-04-21,B,70.0,232,162.0,Friday,0,1,0,Historical
2023-04-21,O,107.0,481,374.0,Friday,0,1,0,Historical
2023-04-22,A,1.0,176,175.0,Saturday,1,1,0,Historical
2023-04-22,AB,0.0,99,99.0,Saturday,1,1,0,Historical
2023-04-22,B,1.0,193,192.0,Saturday,1,1,0,Historical
2023-04-22,O,2.0,369,367.0,Saturday,1,1,0,Historical
2023-04-23,A,69.0,164,95.0,Sunday,1,1,0,Historical
2023-04-23,AB,15.0,32,17.0,Sunday,1,1,0,Historical
2023-04-23,B,83.0,194,111.0,Sunday,1,1,0,Historical
2023-04-23,O,138.0,240,102.0,Sunday,1,1,0,Historical
2023-04-24,A,212.0,71,-141.0,Monday,0,1,0,Historical
2023-04-24,AB,45.0,14,-31.0,Monday,0,1,0,Historical
2023-04-24,B,205.0,106,-99.0,Monday,0,1,0,Historical
2023-04-24,O,355.0,127,-228.0,Monday,0,1,0,Historical
2023-04-25,A,247.0,237,-10.0,Tuesday,0,0,0,Historical
2023-04-25,AB,62.0,56,-6.0,Tuesday,0,0,0,Historical
2023-04-25,B,295.0,267,-28.0,Tuesday,0,0,0,Historical
2023-04-25,O,482.0,404,-78.0,Tuesday,0,0,0,Historical
2023-04-26,A,284.0,260,-24.0,Wednesday,0,0,0,Historical
2023-04-26,AB,64.0,65,1.0,Wednesday,0,0,0,Historical
2023-04-26,B,316.0,298,-18.0,Wednesday,0,0,0,Historical
2023-04-26,O,515.0,473,-42.0,Wednesday,0,0,0,Historical
2023-04-27,A,317.0,268,-49.0,Thursday,0,0,0,Historical
2023-04-27,AB,77.0,57,-20.0,Thursday,0,0,0,Historical
2023-04-27,B,338.0,285,-53.0,Thursday,0,0,0,Historical
2023-04-27,O,535.0,445,-90.0,Thursday,0,0,0,Historical
2023-04-28,A,261.0,227,-34.0,Friday,0,0,0,Historical
2023-04-28,AB,74.0,47,-27.0,Friday,0,0,0,Historical
2023-04-28,B,305.0,251,-54.0,Friday,0,0,0,Historical
2023-04-28,O,492.0,400,-92.0,Friday,0,0,0,Historical
2023-04-29,A,426.0,481,55.0,Saturday,1,0,0,Historical
2023-04-29,AB,104.0,102,-2.0,Saturday,1,0,0,Historical
2023-04-29,B,492.0,563,71.0,Saturday,1,0,0,Historical
2023-04-29,O,788.0,919,131.0,Saturday,1,0,0,Historical
2023-04-30,A,685.0,613,-72.0,Sunday,1,0,0,Historical
2023-04-30,AB,163.0,121,-42.0,Sunday,1,0,0,Historical
2023-04-30,B,702.0,595,-107.0,Sunday,1,0,0,Historical
2023-04-30,O,1188.0,884,-304.0,Sunday,1,0,0,Historical
2023-05-01,A,1037.0,671,-366.0,Monday,0,1,0,Historical
2023-05-01,AB,227.0,238,11.0,Monday,0,1,0,Historical
2023-05-01,B,982.0,709,-273.0,Monday,0,1,0,Historical
2023-05-01,O,1729.0,868,-861.0,Monday,0,1,0,Historical
2023-05-02,A,159.0,240,81.0,Tuesday,0,0,0,Historical
2023-05-02,AB,34.0,82,48.0,Tuesday,0,0,0,Historical
2023-05-02,B,179.0,269,90.0,Tuesday,0,0,0,Historical
2023-05-02,O,309.0,404,95.0,Tuesday,0,0,0,Historical
2023-05-03,A,295.0,263,-32.0,Wednesday,0,0,0,Historical
2023-05-03,AB,67.0,48,-19.0,Wednesday,0,0,0,Historical
2023-05-03,B,290.0,266,-24.0,Wednesday,0,0,0,Historical
2023-05-03,O,475.0,488,13.0,Wednesday,0,0,0,Historical
2023-05-04,A,787.0,610,-177.0,Thursday,0,1,0,Historical
2023-05-04,AB,184.0,161,-23.0,Thursday,0,1,0,Historical
2023-05-04,B,719.0,645,-74.0,Thursday,0,1,0,Historical
2023-05-04,O,1310.0,943,-367.0,Thursday,0,1,0,Historical
2023-05-05,A,228.0,301,73.0,Friday,0,0,0,Historical
2023-05-05,AB,42.0,75,33.0,Friday,0,0,0,Historical
2023-05-05,B,209.0,293,84.0,Friday,0,0,0,Historical
2023-05-05,O,336.0,418,82.0,Friday,0,0,0,Historical
2023-05-06,A,457.0,401,-56.0,Saturday,1,0,0,Historical
2023-05-06,AB,114.0,110,-4.0,Saturday,1,0,0,Historical
2023-05-06,B,457.0,410,-47.0,Saturday,1,0,0,Historical
2023-05-06,O,790.0,777,-13.0,Saturday,1,0,0,Historical
2023-05-07,A,765.0,755,-10.0,Sunday,1,0,0,Historical
2023-05-07,AB,158.0,139,-19.0,Sunday,1,0,0,Historical
2023-05-07,B,791.0,752,-39.0,Sunday,1,0,0,Historical
2023-05-07,O,1264.0,1339,75.0,Sunday,1,0,0,Historical
2023-05-08,A,259.0,311,52.0,Monday,0,0,0,Historical
2023-05-08,AB,52.0,59,7.0,Monday,0,0,0,Historical
2023-05-08,B,259.0,335,76.0,Monday,0,0,0,Historical
2023-05-08,O,431.0,462,31.0,Monday,0,0,0,Historical
2023-05-09,A,348.0,309,-39.0,Tuesday,0,0,0,Historical
2023-05-09,AB,56.0,65,9.0,Tuesday,0,0,0,Historical
2023-05-09,B,382.0,334,-48.0,Tuesday,0,0,0,Historical
2023-05-09,O,535.0,548,13.0,Tuesday,0,0,0,Historical
2023-05-10,A,384.0,343,-41.0,Wednesday,0,0,0,Historical
2023-05-10,AB,99.0,64,-35.0,Wednesday,0,0,0,Historical
2023-05-10,B,487.0,364,-123.0,Wednesday,0,0,0,Historical
2023-05-10,O,687.0,583,-104.0,Wednesday,0,0,0,Historical
2023-05-11,A,353.0,388,35.0,Thursday,0,0,0,Historical
2023-05-11,AB,98.0,85,-13.0,Thursday,0,0,0,Historical
2023-05-11,B,398.0,458,60.0,Thursday,0,0,0,Historical
2023-05-11,O,589.0,630,41.0,Thursday,0,0,0,Historical
2023-05-12,A,284.0,245,-39.0,Friday,0,0,0,Historical
2023-05-12,AB,61.0,69,8.0,Friday,0,0,0,Historical
2023-05-12,B,309.0,274,-35.0,Friday,0,0,0,Historical
2023-05-12,O,431.0,418,-13.0,Friday,0,0,0,Historical
2023-05-13,A,477.0,492,15.0,Saturday,1,0,0,Historical
2023-05-13,AB,92.0,129,37.0,Saturday,1,0,0,Historical
2023-05-13,B,508.0,528,20.0,Saturday,1,0,0,Historical
2023-05-13,O,731.0,828,97.0,Saturday,1,0,0,Historical
2023-05-14,A,650.0,692,42.0,Sunday,1,0,0,Historical
2023-05-14,AB,147.0,146,-1.0,Sunday,1,0,0,Historical
2023-05-14,B,660.0,705,45.0,Sunday,1,0,0,Historical
2023-05-14,O,1187.0,1164,-23.0,Sunday,1,0,0,Historical
2023-05-15,A,228.0,372,144.0,Monday,0,0,0,Historical
2023-05-15,AB,69.0,81,12.0,Monday,0,0,0,Historical
2023-05-15,B,271.0,303,32.0,Monday,0,0,0,Historical
2023-05-15,O,398.0,469,71.0,Monday,0,0,0,Historical
2023-05-16,A,315.0,334,19.0,Tuesday,0,0,0,Historical
2023-05-16,AB,58.0,66,8.0,Tuesday,0,0,0,Historical
2023-05-16,B,349.0,379,30.0,Tuesday,0,0,0,Historical
2023-05-16,O,491.0,532,41.0,Tuesday,0,0,0,Historical
2023-05-17,A,342.0,358,16.0,Wednesday,0,0,0,Historical
2023-05-17,AB,83.0,76,-7.0,Wednesday,0,0,0,Historical
2023-05-17,B,421.0,403,-18.0,Wednesday,0,0,0,Historical
2023-05-17,O,626.0,625,-1.0,Wednesday,0,0,0,Historical
2023-05-18,A,314.0,388,74.0,Thursday,0,0,0,Historical
2023-05-18,AB,73.0,90,17.0,Thursday,0,0,0,Historical
2023-05-18,B,363.0,437,74.0,Thursday,0,0,0,Historical
2023-05-18,O,485.0,667,182.0,Thursday,0,0,0,Historical
2023-05-19,A,285.0,259,-26.0,Friday,0,0,0,Historical
2023-05-19,AB,61.0,64,3.0,Friday,0,0,0,Historical
2023-05-19,B,291.0,288,-3.0,Friday,0,0,0,Historical
2023-05-19,O,433.0,423,-10.0,Friday,0,0,0,Historical
2023-05-20,A,523.0,506,-17.0,Saturday,1,0,0,Historical
2023-05-20,AB,139.0,123,-16.0,Saturday,1,0,0,Historical
2023-05-20,B,637.0,518,-119.0,Saturday,1,0,0,Historical
2023-05-20,O,1012.0,796,-216.0,Saturday,1,0,0,Historical
2023-05-21,A,818.0,689,-129.0,Sunday,1,0,0,Historical
2023-05-21,AB,155.0,148,-7.0,Sunday,1,0,0,Historical
2023-05-21,B,833.0,775,-58.0,Sunday,1,0,0,Historical
2023-05-21,O,1392.0,1280,-112.0,Sunday,1,0,0,Historical
2023-05-22,A,254.0,249,-5.0,Monday,0,0,0,Historical
2023-05-22,AB,57.0,54,-3.0,Monday,0,0,0,Historical
2023-05-22,B,293.0,298,5.0,Monday,0,0,0,Historical
2023-05-22,O,457.0,416,-41.0,Monday,0,0,0,Historical
2023-05-23,A,311.0,329,18.0,Tuesday,0,0,0,Historical
2023-05-23,AB,59.0,65,6.0,Tuesday,0,0,0,Historical
2023-05-23,B,321.0,362,41.0,Tuesday,0,0,0,Historical
2023-05-23,O,539.0,539,0.0,Tuesday,0,0,0,Historical
2023-05-24,A,374.0,370,-4.0,Wednesday,0,0,0,Historical
2023-05-24,AB,81.0,79,-2.0,Wednesday,0,0,0,Historical
2023-05-24,B,378.0,394,16.0,Wednesday,0,0,0,Historical
2023-05-24,O,575.0,615,40.0,Wednesday,0,0,0,Historical
2023-05-25,A,287.0,371,84.0,Thursday,0,0,0,Historical
2023-05-25,AB,70.0,83,13.0,Thursday,0,0,0,Historical
2023-05-25,B,341.0,385,44.0,Thursday,0,0,0,Historical
2023-05-25,O,545.0,577,32.0,Thursday,0,0,0,Historical
2023-05-26,A,235.0,278,43.0,Friday,0,0,0,Historical
2023-05-26,AB,51.0,82,31.0,Friday,0,0,0,Historical
2023-05-26,B,223.0,287,64.0,Friday,0,0,0,Historical
2023-05-26,O,400.0,435,35.0,Friday,0,0,0,Historical
2023-05-27,A,472.0,455,-17.0,Saturday,1,0,0,Historical
2023-05-27,AB,122.0,113,-9.0,Saturday,1,0,0,Historical
2023-05-27,B,532.0,446,-86.0,Saturday,1,0,0,Historical
2023-05-27,O,816.0,682,-134.0,Saturday,1,0,0,Historical
2023-05-28,A,641.0,651,10.0,Sunday,1,0,0,Historical
2023-05-28,AB,166.0,146,-20.0,Sunday,1,0,0,Historical
2023-05-28,B,708.0,667,-41.0,Sunday,1,0,0,Historical
2023-05-28,O,1164.0,1137,-27.0,Sunday,1,0,0,Historical
2023-05-29,A,267.0,231,-36.0,Monday,0,0,0,Historical
2023-05-29,AB,59.0,51,-8.0,Monday,0,0,0,Historical
2023-05-29,B,315.0,252,-63.0,Monday,0,0,0,Historical
2023-05-29,O,499.0,435,-64.0,Monday,0,0,0,Historical
2023-05-30,A,358.0,318,-40.0,Tuesday,0,0,0,Historical
2023-05-30,AB,84.0,58,-26.0,Tuesday,0,0,0,Historical
2023-05-30,B,435.0,326,-109.0,Tuesday,0,0,0,Historical
2023-05-30,O,587.0,549,-38.0,Tuesday,0,0,0,Historical
2023-05-31,A,377.0,372,-5.0,Wednesday,0,0,0,Historical
2023-05-31,AB,97.0,88,-9.0,Wednesday,0,0,0,Historical
2023-05-31,B,384.0,421,37.0,Wednesday,0,0,0,Historical
2023-05-31,O,623.0,659,36.0,Wednesday,0,0,0,Historical
2023-06-01,A,306.0,288,-18.0,Thursday,0,0,0,Historical
2023-06-01,AB,54.0,53,-1.0,Thursday,0,0,0,Historical
2023-06-01,B,369.0,331,-38.0,Thursday,0,0,0,Historical
2023-06-01,O,509.0,501,-8.0,Thursday,0,0,0,Historical
2023-06-02,A,240.0,205,-35.0,Friday,0,0,0,Historical
2023-06-02,AB,50.0,47,-3.0,Friday,0,0,0,Historical
2023-06-02,B,261.0,210,-51.0,Friday,0,0,0,Historical
2023-06-02,O,372.0,358,-14.0,Friday,0,0,0,Historical
2023-06-03,A,407.0,467,60.0,Saturday,1,0,0,Historical
2023-06-03,AB,95.0,110,15.0,Saturday,1,0,0,Historical
2023-06-03,B,492.0,499,7.0,Saturday,1,0,0,Historical
2023-06-03,O,751.0,738,-13.0,Saturday,1,0,0,Historical
2023-06-04,A,684.0,612,-72.0,Sunday,1,0,0,Historical
2023-06-04,AB,156.0,121,-35.0,Sunday,1,0,0,Historical
2023-06-04,B,719.0,647,-72.0,Sunday,1,0,0,Historical
2023-06-04,O,1190.0,1100,-90.0,Sunday,1,0,0,Historical
2023-06-05,A,452.0,338,-114.0,Monday,0,1,0,Historical
2023-06-05,AB,95.0,60,-35.0,Monday,0,1,0,Historical
2023-06-05,B,518.0,368,-150.0,Monday,0,1,0,Historical
2023-06-05,O,759.0,608,-151.0,Monday,0,1,0,Historical
2023-06-06,A,283.0,372,89.0,Tuesday,0,0,0,Historical
2023-06-06,AB,57.0,60,3.0,Tuesday,0,0,0,Historical
2023-06-06,B,329.0,390,61.0,Tuesday,0,0,0,Historical
2023-06-06,O,502.0,576,74.0,Tuesday,0,0,0,Historical
2023-06-07,A,397.0,350,-47.0,Wednesday,0,0,0,Historical
2023-06-07,AB,101.0,69,-32.0,Wednesday,0,0,0,Historical
2023-06-07,B,431.0,381,-50.0,Wednesday,0,0,0,Historical
2023-06-07,O,626.0,618,-8.0,Wednesday,0,0,0,Historical
2023-06-08,A,423.0,359,-64.0,Thursday,0,0,0,Historical
2023-06-08,AB,113.0,73,-40.0,Thursday,0,0,0,Historical
2023-06-08,B,473.0,394,-79.0,Thursday,0,0,0,Historical
2023-06-08,O,723.0,576,-147.0,Thursday,0,0,0,Historical
2023-06-09,A,299.0,254,-45.0,Friday,0,0,0,Historical
2023-06-09,AB,86.0,61,-25.0,Friday,0,0,0,Historical
2023-06-09,B,362.0,290,-72.0,Friday,0,0,0,Historical
2023-06-09,O,533.0,432,-101.0,Friday,0,0,0,Historical
2023-06-10,A,493.0,493,0.0,Saturday,1,0,0,Historical
2023-06-10,AB,111.0,134,23.0,Saturday,1,0,0,Historical
2023-06-10,B,531.0,583,52.0,Saturday,1,0,0,Historical
2023-06-10,O,742.0,853,111.0,Saturday,1,0,0,Historical
2023-06-11,A,973.0,696,-277.0,Sunday,1,0,0,Historical
2023-06-11,AB,234.0,161,-73.0,Sunday,1,0,0,Historical
2023-06-11,B,983.0,710,-273.0,Sunday,1,0,0,Historical
2023-06-11,O,1577.0,1195,-382.0,Sunday,1,0,0,Historical
2023-06-12,A,305.0,304,-1.0,Monday,0,0,0,Historical
2023-06-12,AB,69.0,71,2.0,Monday,0,0,0,Historical
2023-06-12,B,380.0,322,-58.0,Monday,0,0,0,Historical
2023-06-12,O,512.0,471,-41.0,Monday,0,0,0,Historical
2023-06-13,A,422.0,352,-70.0,Tuesday,0,0,0,Historical
2023-06-13,AB,101.0,76,-25.0,Tuesday,0,0,0,Historical
2023-06-13,B,449.0,412,-37.0,Tuesday,0,0,0,Historical
2023-06-13,O,699.0,559,-140.0,Tuesday,0,0,0,Historical
2023-06-14,A,842.0,393,-449.0,Wednesday,0,0,0,Historical
2023-06-14,AB,182.0,85,-97.0,Wednesday,0,0,0,Historical
2023-06-14,B,969.0,420,-549.0,Wednesday,0,0,0,Historical
2023-06-14,O,1360.0,693,-667.0,Wednesday,0,0,0,Historical
2023-06-15,A,396.0,463,67.0,Thursday,0,0,0,Historical
2023-06-15,AB,84.0,98,14.0,Thursday,0,0,0,Historical
2023-06-15,B,410.0,513,103.0,Thursday,0,0,0,Historical
2023-06-15,O,667.0,664,-3.0,Thursday,0,0,0,Historical
2023-06-16,A,583.0,275,-308.0,Friday,0,0,0,Historical
2023-06-16,AB,147.0,63,-84.0,Friday,0,0,0,Historical
2023-06-16,B,642.0,322,-320.0,Friday,0,0,0,Historical
2023-06-16,O,931.0,487,-444.0,Friday,0,0,0,Historical
2023-06-17,A,681.0,726,45.0,Saturday,1,0,0,Historical
2023-06-17,AB,165.0,144,-21.0,Saturday,1,0,0,Historical
2023-06-17,B,754.0,845,91.0,Saturday,1,0,0,Historical
2023-06-17,O,1180.0,1114,-66.0,Saturday,1,0,0,Historical
2023-06-18,A,945.0,922,-23.0,Sunday,1,0,0,Historical
2023-06-18,AB,231.0,181,-50.0,Sunday,1,0,0,Historical
2023-06-18,B,1057.0,1007,-50.0,Sunday,1,0,0,Historical
2023-06-18,O,1699.0,1372,-327.0,Sunday,1,0,0,Historical
2023-06-19,A,268.0,300,32.0,Monday,0,0,0,Historical
2023-06-19,AB,69.0,80,11.0,Monday,0,0,0,Historical
2023-06-19,B,307.0,280,-27.0,Monday,0,0,0,Historical
2023-06-19,O,486.0,486,0.0,Monday,0,0,0,Historical
2023-06-20,A,364.0,329,-35.0,Tuesday,0,0,0,Historical
2023-06-20,AB,80.0,83,3.0,Tuesday,0,0,0,Historical
2023-06-20,B,413.0,346,-67.0,Tuesday,0,0,0,Historical
2023-06-20,O,586.0,594,8.0,Tuesday,0,0,0,Historical
2023-06-21,A,499.0,499,0.0,Wednesday,0,0,0,Historical
2023-06-21,AB,78.0,106,28.0,Wednesday,0,0,0,Historical
2023-06-21,B,592.0,497,-95.0,Wednesday,0,0,0,Historical
2023-06-21,O,829.0,741,-88.0,Wednesday,0,0,0,Historical
2023-06-22,A,401.0,394,-7.0,Thursday,0,0,0,Historical
2023-06-22,AB,73.0,80,7.0,Thursday,0,0,0,Historical
2023-06-22,B,448.0,445,-3.0,Thursday,0,0,0,Historical
2023-06-22,O,657.0,694,37.0,Thursday,0,0,0,Historical
2023-06-23,A,319.0,338,19.0,Friday,0,0,0,Historical
2023-06-23,AB,60.0,69,9.0,Friday,0,0,0,Historical
2023-06-23,B,323.0,362,39.0,Friday,0,0,0,Historical
2023-06-23,O,510.0,515,5.0,Friday,0,0,0,Historical
2023-06-24,A,693.0,559,-134.0,Saturday,1,0,0,Historical
2023-06-24,AB,140.0,127,-13.0,Saturday,1,0,0,Historical
2023-06-24,B,715.0,626,-89.0,Saturday,1,0,0,Historical
2023-06-24,O,1087.0,797,-290.0,Saturday,1,0,0,Historical
2023-06-25,A,714.0,956,242.0,Sunday,1,0,0,Historical
2023-06-25,AB,114.0,181,67.0,Sunday,1,0,0,Historical
2023-06-25,B,773.0,1050,277.0,Sunday,1,0,0,Historical
2023-06-25,O,1253.0,1306,53.0,Sunday,1,0,0,Historical
2023-06-26,A,317.0,277,-40.0,Monday,0,0,0,Historical
2023-06-26,AB,55.0,52,-3.0,Monday,0,0,0,Historical
2023-06-26,B,335.0,322,-13.0,Monday,0,0,0,Historical
2023-06-26,O,580.0,473,-107.0,Monday,0,0,0,Historical
2023-06-27,A,351.0,355,4.0,Tuesday,0,0,0,Historical
2023-06-27,AB,47.0,70,23.0,Tuesday,0,0,0,Historical
2023-06-27,B,349.0,338,-11.0,Tuesday,0,0,0,Historical
2023-06-27,O,570.0,648,78.0,Tuesday,0,0,0,Historical
2023-06-28,A,199.0,460,261.0,Wednesday,0,0,0,Historical
2023-06-28,AB,32.0,76,44.0,Wednesday,0,0,0,Historical
2023-06-28,B,225.0,436,211.0,Wednesday,0,0,0,Historical
2023-06-28,O,353.0,772,419.0,Wednesday,0,0,0,Historical
2023-06-29,A,108.0,265,157.0,Thursday,0,1,0,Historical
2023-06-29,AB,13.0,62,49.0,Thursday,0,1,0,Historical
2023-06-29,B,121.0,277,156.0,Thursday,0,1,0,Historical
2023-06-29,O,214.0,447,233.0,Thursday,0,1,0,Historical
2023-06-30,A,141.0,182,41.0,Friday,0,0,0,Historical
2023-06-30,AB,18.0,51,33.0,Friday,0,0,0,Historical
2023-06-30,B,202.0,166,-36.0,Friday,0,0,0,Historical
2023-06-30,O,311.0,329,18.0,Friday,0,0,0,Historical
2023-07-01,A,404.0,394,-10.0,Saturday,1,0,0,Historical
2023-07-01,AB,48.0,99,51.0,Saturday,1,0,0,Historical
2023-07-01,B,443.0,425,-18.0,Saturday,1,0,0,Historical
2023-07-01,O,678.0,672,-6.0,Saturday,1,0,0,Historical
2023-07-02,A,665.0,601,-64.0,Sunday,1,0,0,Historical
2023-07-02,AB,99.0,106,7.0,Sunday,1,0,0,Historical
2023-07-02,B,658.0,618,-40.0,Sunday,1,0,0,Historical
2023-07-02,O,1061.0,1033,-28.0,Sunday,1,0,0,Historical
2023-07-03,A,239.0,207,-32.0,Monday,0,0,0,Historical
2023-07-03,AB,33.0,27,-6.0,Monday,0,0,0,Historical
2023-07-03,B,284.0,214,-70.0,Monday,0,0,0,Historical
2023-07-03,O,437.0,376,-61.0,Monday,0,0,0,Historical
2023-07-04,A,338.0,268,-70.0,Tuesday,0,0,0,Historical
2023-07-04,AB,65.0,37,-28.0,Tuesday,0,0,0,Historical
2023-07-04,B,407.0,294,-113.0,Tuesday,0,0,0,Historical
2023-07-04,O,620.0,512,-108.0,Tuesday,0,0,0,Historical
2023-07-05,A,396.0,317,-79.0,Wednesday,0,0,0,Historical
2023-07-05,AB,78.0,56,-22.0,Wednesday,0,0,0,Historical
2023-07-05,B,414.0,365,-49.0,Wednesday,0,0,0,Historical
2023-07-05,O,686.0,584,-102.0,Wednesday,0,0,0,Historical
